last_name, first_name,player_id,year,xwoba,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,out_zone_percent,in_zone_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,
Eovaldi, Nathan,543135,2022,.321,89.7,10.7,10.7,71.1,17.6,32.5,43.1,48.4,51.6,38.4,95.7,2128,-12.3,-15.5,12.2,85.9,2171,6.6,-33.8,,,,,,18.5,78.3,2061,9.7,-54.2,13.7,,,,,,10.1,90.6,2376,1.4,-22.2,20.9,87.8,1561,-12.4,-34.1,12.6,48.4,94.7,2179,-9.4,-16.9,17.5,30.7,81.3,2104,8.4,-46.1,20.9,87.8,1561,-12.4,-34.1,
Gray, Sonny,543243,2022,.298,88.1,12.1,5.5,61.5,14.4,27.1,37.2,52.5,47.5,28.3,92.1,2540,-1.5,-16.8,11.1,81.6,2666,17.5,-47.5,1,87.1,1882,-14,-28.2,24.6,78.7,2831,14.4,-58.9,20.3,25.9,92,2439,-13.4,-22.7,9.1,83.4,2771,7.5,-44.8,,,,,,,63.3,90.8,2531,-5.1,-23.3,15.2,35.7,79.6,2780,15.4,-55.3,1,87.1,1882,-14,-28.2,
Hand, Brad,543272,2022,.324,87.2,14.3,5.3,59,14.2,21.9,30,50.4,49.6,29.8,92.6,2350,10.3,-17.1,52.4,79.3,2282,-16.4,-47.9,,,,,,,,,,,,17.8,92.4,2290,17.1,-21.8,,,,,,,,,,,,47.6,92.5,2327,12.9,-18.9,19.1,52.4,79.3,2282,-16.4,-47.9,,,,,,
Hendricks, Kyle,543294,2022,.345,87.5,16.5,9.9,63.9,16.5,30.6,36.6,55,45,26.6,86.9,2020,-6,-20.4,,,,,,30.7,79.9,2040,-12.4,-32.2,11.9,72.7,2983,13.7,-67.5,20.3,30.9,86.5,1890,-12.9,-27.8,,,,,,,,,,,,57.5,86.7,1950,-9.7,-24.4,16.3,11.9,72.7,2983,13.7,-67.5,30.7,79.9,2040,-12.4,-32.2,
Lyles, Jordan,543475,2022,.341,88.6,15.3,10.4,65.9,14.5,28.3,37.5,52.3,47.7,31.8,91.8,2204,-5.8,-15.5,23.9,80,2640,16.8,-44.2,10.8,86.3,1466,-13.7,-29.1,13.4,79.1,2434,7.6,-58.7,16.6,17.5,90.8,2097,-13.4,-20.8,2.7,84.8,2440,4.8,-34.6,,,,,,,51.9,91.1,2180,-7.8,-18.3,17.6,37.3,79.7,2566,13.5,-49.4,10.8,86.3,1466,-13.7,-29.1,
McHugh, Collin,543521,2022,.273,86.6,15.3,5.1,68.4,18.5,34.5,41.4,54.2,45.8,0.8,91,2333,-10.8,-17.7,,,,,,,,,,,2.4,74.5,2799,13.1,-61.6,18,,,,,,48,88.9,2511,0.8,-25.6,,,,,,,48.8,88.9,2508,0.6,-25.4,9.2,51.2,79.9,2785,16.3,-43.4,,,,,,
Odorizzi, Jake,543606,2022,.314,87.8,19.8,7.3,74.2,17.3,28.2,33.8,52.4,47.6,51.4,92.1,2146,-9.7,-15,7.1,82.7,2071,6.5,-36.6,,,,,,3.9,71.9,2209,10.2,-61.4,13.4,,,,,,21.2,87.7,2079,2.7,-23.3,16.4,85.2,1330,-11.8,-31.1,13.8,72.6,90.8,2126,-6.1,-17.4,17.9,11,78.9,2119,7.8,-45.4,16.4,85.2,1330,-11.8,-31.1,
Shaw, Bryan,543766,2022,.335,90.8,8.3,6.7,72,13.6,24.1,43.3,51.5,48.5,,,,,,5.8,84.3,2593,10.1,-39.2,3,81.8,1652,-8.7,-33.8,8.2,82.7,2226,6.9,-52.9,14.7,6.5,92.4,2013,-8.6,-24,76.5,92.9,2411,4.6,-23,,,,,,,83,92.9,2380,3.6,-23,10.3,14,83.3,2378,8.2,-47.3,3,81.8,1652,-8.7,-33.8,
Banuelos, Manny,544365,2022,.299,85.6,7.2,3.7,67.4,13.8,28,54.1,55.2,44.8,20.6,93.7,2049,11.5,-17.8,22.8,85.8,2415,-5.2,-34,10,83.1,1703,15.7,-34.5,25.8,81.7,2465,-10.3,-39.5,10.7,20.8,93.4,1820,16.1,-23.6,,,,,,,,,,,,41.4,93.6,1934,13.8,-20.7,17.9,48.6,83.6,2442,-7.9,-36.9,10,83.1,1703,15.7,-34.5,
Familia, Jeurys,544727,2022,.339,90.8,7.5,10.1,62.2,18.7,26.6,42.9,54.7,45.3,24.1,95.4,2297,-10.2,-16.4,15.1,88.7,2185,-0.6,-28.1,,,,,,,,,,,,46.3,95.2,2190,-15.5,-26.8,,,,,,14.6,92.5,1802,-16.3,-28.1,16.9,70.4,95.3,2227,-13.7,-23.3,16.4,15.1,88.7,2185,-0.6,-28.1,14.6,92.5,1802,-16.3,-28.1,
Lorenzen, Michael,547179,2022,.307,88.1,9.7,6.8,69.3,17.9,28.9,40.1,53.7,46.3,21.3,94.7,2441,-11.8,-15.7,4.4,84.7,2511,4.3,-36.9,22.3,85.7,2054,-16.2,-27.8,2.1,81.3,2653,5.5,-56.4,15.7,22.6,93.8,2257,-16.9,-22.5,11,90.5,2495,0,-24.5,,,,,,,55,93.5,2376,-11.5,-20.3,17.2,22.7,83.2,2498,9.7,-41.1,22.3,85.7,2054,-16.2,-27.8,
Chapman, Aroldis,547973,2022,.326,87.5,16.6,6.9,63.9,28.8,22.5,45.8,54.3,45.7,55.5,97.5,2362,4.5,-11,24.6,85.7,2282,-10.7,-33.1,,,,,,,,,,,,5,100.2,2431,12.6,-11.6,,,,,,14.9,88.1,835,2.1,-36.1,5.2,60.5,97.7,2368,5.1,-11.1,18.7,24.6,85.7,2282,-10.7,-33.1,14.9,88.1,835,2.1,-36.1,
Raley, Brooks,548384,2022,.261,86.7,12.3,2.2,61.2,16.5,34.4,44.9,54.3,45.7,0.5,90.5,2334,9.6,-22.9,38.2,81.4,2940,-18.5,-40.5,19.6,85.5,1901,16.9,-36.4,0.1,80,2991,-15.5,-50.6,17.3,22.5,90.7,2312,16.4,-29.4,19.1,88,2551,-3.5,-27.9,,,,,,,42.1,89.5,2420,7.3,-28.7,13.3,38.3,81.4,2940,-18.5,-40.5,19.6,85.5,1901,16.9,-36.4,
Stripling, Ross,548389,2022,.294,88.9,12.2,9.2,68.8,15.9,34.5,38.4,50.5,49.5,33.7,91.9,2124,-5.2,-13.7,21.9,87.1,2301,4.5,-29.6,27.2,82.6,1680,-10.9,-29.7,9.6,76.1,2377,7.2,-59,13.7,7.5,89.9,2004,-12.1,-19.4,,,,,,,,,,,,41.2,91.5,2102,-6.5,-14.7,19.5,31.6,83.7,2324,5.3,-38.6,27.2,82.6,1680,-10.9,-29.7,
Garcia, Yimi,554340,2022,.266,86.5,18.9,6.5,67.7,19.9,26.8,35.6,48.5,51.5,44.4,94.9,2456,-9.5,-16.7,17.5,89.4,2456,2.6,-26.7,7.3,87.2,1877,-18.3,-32.4,16.7,82.4,2695,11.4,-42.8,12.1,14.1,93.8,2248,-17.7,-25.2,,,,,,,,,,,,58.4,94.6,2406,-11.5,-18.7,17.3,34.3,86,2572,6.9,-34.6,7.3,87.2,1877,-18.3,-32.4,
Wheeler, Zack,554430,2022,.275,85.9,11.4,7.7,68.1,18.7,32.7,38.5,49.8,50.2,42.1,95.9,2391,-9.2,-13.6,26.5,90.7,2458,2.3,-26.6,1.8,89.5,1554,-14.5,-24.7,11.9,81.3,2651,9.1,-51.7,13.8,17.7,95.4,2225,-16.1,-18.5,,,,,,,,,,,,59.8,95.8,2342,-11.3,-15,19.2,38.4,87.8,2517,4.4,-34.4,1.8,89.5,1554,-14.5,-24.7,
Matzek, Tyler,554431,2022,.319,88.9,20.5,7.7,75.2,19.9,27.3,39.4,56,44,76.4,94.1,2432,3.8,-13.5,23.5,83.2,2799,-6.4,-46.9,,,,,,0.2,77.7,2641,-10.5,-57.7,16,,,,,,,,,,,,,,,,,76.4,94.1,2432,3.8,-13.5,17.9,23.6,83.2,2798,-6.4,-46.9,,,,,,
Rodriguez, Joely,570257,2022,.296,85.3,5,3.8,52.8,18.4,34.7,43.6,53.4,46.6,5.8,92.7,2031,11.5,-19.8,5.8,83.8,2266,-5.3,-40.1,38.8,87.8,1069,11.3,-35.1,,,,,,,49.5,92.7,1956,17.3,-25.6,,,,,,,,,,,,55.3,92.7,1964,16.7,-25,18.4,5.8,83.8,2266,-5.3,-40.1,38.8,87.8,1069,11.3,-35.1,
Urena, Jose,570632,2022,.341,88.2,7.3,6.8,68.7,11.3,31.2,32,58.6,41.4,7.3,96.1,2149,-9.9,-16.9,24.4,86.8,2324,1.5,-30.4,16.3,90.2,1707,-11.7,-24.7,,,,,,,52,95.6,2190,-14.5,-22.4,,,,,,,,,,,,59.3,95.7,2185,-14,-21.7,16.4,24.4,86.8,2324,1.5,-30.4,16.3,90.2,1707,-11.7,-24.7,
Cessa, Luis,570666,2022,.325,89.7,8.4,9.3,65.6,12.1,28.2,43.8,51.1,48.9,20.2,93.3,2297,-7.4,-16.8,38.9,82.9,2528,5.7,-44.2,19,87.8,1679,-11.5,-29.6,,,,,,,21.9,93.6,2191,-14.8,-20.8,,,,,,,,,,,,42,93.5,2242,-11.3,-18.9,17.4,38.9,82.9,2528,5.7,-44.2,19,87.8,1679,-11.5,-29.6,
Bellatti, Andrew,571479,2022,.297,88.3,20.2,12.7,69.1,24.5,31.9,56.9,59,41,40.4,94.4,2436,-10.5,-14.2,52.4,85.9,2398,3.6,-33.3,7.2,89.5,1697,-16.3,-27.2,,,,,,,,,,,,,,,,,,,,,,,40.4,94.4,2436,-10.5,-14.2,19.9,52.4,85.9,2398,3.6,-33.3,7.2,89.5,1697,-16.3,-27.2,
Corbin, Patrick,571578,2022,.379,90.7,11.4,10.6,67.9,12.7,28.8,38.7,51.9,48.1,19,92.1,2120,8.1,-17.6,29.3,81.7,2184,-2.9,-39.6,8.4,82.5,1630,12.7,-30.4,0,74.2,1944,-2.5,-51.4,2.9,43.3,92.8,2069,14.3,-20.1,,,,,,,,,,,,62.3,92.6,2085,12.4,-19.3,18.2,29.3,81.7,2184,-2.9,-39.6,8.4,82.5,1630,12.7,-30.4,
Farmer, Buck,571656,2022,.292,88.2,14.4,5,67.1,24.3,29.5,43.8,58.2,41.8,44.6,94.6,2325,-10.1,-15.3,31.4,83.3,2688,7.5,-37.4,24,88.7,1678,-14,-34.4,,,,,,,,,,,,,,,,,,,,,,,44.6,94.6,2325,-10.1,-15.3,18.4,31.4,83.3,2688,7.5,-37.4,24,88.7,1678,-14,-34.4,
Floro, Dylan,571670,2022,.273,87.4,8.6,5.1,65.1,16.2,33.5,32.2,51.6,48.4,26.7,92.4,2177,-10.4,-17.6,21.9,84.1,1891,2,-34.9,15.1,85.2,1819,-17,-35.7,,,,,,,36.4,92.6,2128,-17.3,-23.2,,,,,,,,,,,,63,92.5,2149,-14.4,-20.8,18.9,21.9,84.1,1891,2,-34.9,15.1,85.2,1819,-17,-35.7,
Givens, Mychal,571710,2022,.299,87.6,11.9,8.2,66.7,23.2,24.9,37,50,50,51.5,93.4,2426,-6.9,-19.2,29.8,84.7,2575,6.1,-35.5,18.7,82.1,2067,-9.1,-43.7,,,,,,,,,,,,,,,,,,,,,,,51.5,93.4,2426,-6.9,-19.2,14.1,29.8,84.7,2575,6.1,-35.5,18.7,82.1,2067,-9.1,-43.7,
Heaney, Andrew,571760,2022,.287,91.2,17.8,11,66.7,23.8,36.4,56.5,51.4,48.6,62.5,93,2442,14.8,-17.5,32.4,83.4,2583,-3.6,-38.2,5.1,85,2124,16.7,-31.6,,,,,,,,,,,,,,,,,,,,,,,62.5,93,2442,14.8,-17.5,20.7,32.4,83.4,2583,-3.6,-38.2,5.1,85,2124,16.7,-31.6,
Hutchison, Drew,571800,2022,.351,90.4,14.3,8.5,68.6,13.7,28.9,32.7,53.7,46.3,40.9,92.5,2259,-3.7,-15.1,37.1,86,2584,4.6,-37.2,10.4,86.5,1744,-13.3,-26.9,,,,,,,11.6,92.7,2304,-11.2,-17.3,,,,,,,,,,,,52.5,92.5,2269,-5.4,-15.6,17.7,37.1,86,2584,4.6,-37.2,10.4,86.5,1744,-13.3,-26.9,
Loup, Aaron,571901,2022,.322,88,6.5,5.6,67.5,16.5,31.8,39.6,51.7,48.3,,,,,,,,,,,12.5,80.3,1946,17.6,-45.1,2.8,76,2343,-16.2,-46.7,16.7,48.7,91.2,2130,18.9,-29.4,36,84.7,2323,0.3,-35.6,,,,,,,84.7,88.4,2212,11,-32.1,12.5,2.8,76,2343,-16.2,-46.7,12.5,80.3,1946,17.6,-45.1,
Matz, Steven,571927,2022,.297,88.4,13.9,9.2,67.9,23.9,26.8,39.2,44.9,55.1,,,,,,2.6,89.6,2160,2.2,-25.9,28.9,85.1,2322,15.2,-35.8,20,78,2371,-14.9,-54.6,17.7,48.5,94.5,2260,15.4,-18.3,,,,,,,,,,,,48.5,94.5,2260,15.4,-18.3,19.8,22.6,79.3,2347,-12.9,-51.3,28.9,85.1,2322,15.2,-35.8,
Mikolas, Miles,571945,2022,.306,87.8,11,6.9,67.7,12.6,27.9,34.4,47.3,52.7,27.4,93.5,2292,-4.9,-16.3,25.4,87.7,2382,3.9,-31.1,4,82.7,1575,-12,-31,20.8,76.2,2555,8.7,-63,17.8,22.3,93,2232,-13.3,-19.5,,,,,,,,,,,,49.7,93.3,2265,-8.7,-17.7,17,46.3,82.5,2460,6,-45.5,4,82.7,1575,-12,-31,
Milner, Hoby,571948,2022,.287,85.1,6.1,3.2,57.6,17.6,29.2,32.2,56.6,43.4,4.1,89.2,1974,16.4,-27.6,,,,,,20.3,81.3,1783,17.1,-39.8,32.7,79.5,1887,-13.4,-45.3,13.6,42.8,88.9,1989,18.5,-34.8,,,,,,,,,,,,47,88.9,1988,18.3,-34.2,18.5,32.7,79.5,1887,-13.4,-45.3,20.3,81.3,1783,17.1,-39.8,
Richards, Garrett,572070,2022,.324,89.3,8.7,7.5,70.7,16.4,33.2,43.7,53.7,46.3,24.9,94.4,2310,0.5,-21.9,37.7,88.6,2605,2.3,-35.9,34.7,90,1690,-15.2,-30.1,2.3,76.7,2859,10.9,-67.2,22.2,0.4,95.7,2376,-6.4,-20.7,,,,,,,,,,,,25.3,94.4,2311,0.3,-21.9,9.1,40,87.9,2619,2.8,-37.7,34.7,90,1690,-15.2,-30.1,
Tepera, Ryan,572193,2022,.281,87.4,16.1,5.5,70.5,15.7,29.1,57.7,57.4,42.6,31.6,92.6,2224,-7.2,-15.1,36.8,86,2305,4.7,-32.9,8.9,85.8,1241,-11.1,-32.2,0.8,81.5,2260,4.4,-45.7,6.3,16.7,92.9,2182,-16.2,-19.9,,,,,,,,,,,,48.3,92.7,2210,-10.3,-16.8,19.1,42.8,85.2,2319,5.8,-34,8.9,85.8,1241,-11.1,-32.2,
Keuchel, Dallas,572971,2022,.357,88.8,5.5,8.8,67.4,11.7,30.6,37.3,60.8,39.2,6.4,87.9,2185,3.5,-21.6,8,77,2316,-9.8,-45.3,26.3,79.2,1551,14.3,-38.7,,,,,,,44,87.2,1940,15.4,-30.1,15.3,85.2,2167,-1.3,-30,,,,,,,65.8,86.8,2017,10.3,-29.2,14.4,8,77,2316,-9.8,-45.3,26.3,79.2,1551,14.3,-38.7,
Mantiply, Joe,573009,2022,.276,86.4,5.3,4,65.5,19.9,40,44.6,49.5,50.5,1.3,91,2181,12.7,-21.7,,,,,,26.1,82.6,1702,16.5,-40.7,30.4,81.1,2336,-6.6,-43.4,7.5,42.3,90.4,2188,18.3,-29.4,,,,,,,,,,,,43.6,90.4,2188,18.1,-29.2,18.8,30.4,81.1,2336,-6.6,-43.4,26.1,82.6,1702,16.5,-40.7,
Rogers, Taylor,573124,2022,.314,88.6,12.7,8.8,58.3,19.7,27.9,56.6,47.8,52.2,0.2,93.6,2223,8.5,-22.7,56.9,80.9,2691,-14.1,-40.4,,,,,,,,,,,,42.9,94.3,2166,17,-23.2,,,,,,,,,,,,43.1,94.3,2167,17,-23.2,18.7,56.9,80.9,2691,-14.1,-40.4,,,,,,
Stroman, Marcus,573186,2022,.308,89,7,6.6,63.3,13.4,29,41.3,50.9,49.1,9.4,92.4,2425,-4.2,-18.8,26.3,84.7,2672,13.4,-38.3,,,,,,0.1,81.3,2531,16.2,-44,16.6,40.2,92,2266,-9,-29,12.1,89.4,2576,2.6,-30.9,11.9,87,1713,-12.1,-34.4,12.5,61.7,91.5,2351,-6,-27.8,9.7,26.4,84.7,2672,13.4,-38.3,11.9,87,1713,-12.1,-34.4,
Thielbar, Caleb,573204,2022,.249,84.9,21.5,6.8,73.2,26.4,33.5,38.9,47.1,52.9,49.4,92.8,2298,3.2,-12.3,,,,,,1.1,82.7,1101,3.8,-28.3,24.7,73,2455,-10.5,-68.3,19.5,,,,,,,,,,,,,,,,,49.4,92.8,2298,3.2,-12.3,19.8,49.5,77.1,2412,-12.4,-54.1,1.1,82.7,1101,3.8,-28.3,
Kikuchi, Yusei,579328,2022,.361,91.6,10,14.8,68.6,24.1,27.7,47,51.7,48.3,50.6,94.9,2270,11.5,-13.6,30.7,86.5,2353,-3.1,-34.5,13.3,87,1563,10.5,-28.1,,,,,,,,,,,,5.4,91.1,2255,0.3,-21.9,,,,,,,55.9,94.6,2269,10.4,-14.4,19.8,30.7,86.5,2353,-3.1,-34.5,13.3,87,1563,10.5,-28.1,
Adam, Jason,592094,2022,.226,85.2,14.4,5.1,64.6,29,36.3,54.7,52.3,47.7,32.1,94.8,2654,-6.9,-13,35.6,81.3,2719,13.1,-43.3,32.2,90,2016,-16.4,-31.8,0.2,79.6,2706,16.6,-52.2,18.7,,,,,,,,,,,,,,,,,32.1,94.8,2654,-6.9,-13,19.1,35.8,81.3,2719,13.1,-43.4,32.2,90,2016,-16.4,-31.8,
Gausman, Kevin,592332,2022,.285,89,12.2,8.1,72.7,19.8,39.8,46.2,51,49,48.8,95,2265,-10.5,-13.1,14.5,84.4,2198,1.1,-35.1,1.9,84.5,1490,-8.5,-31.1,,,,,,,,,,,,,,,,,34.8,85.2,1571,-15.2,-33.1,16.3,48.8,95,2265,-10.5,-13.1,20.5,14.5,84.4,2198,1.1,-35.1,36.7,85.2,1567,-14.8,-33,
Gray, Jon,592351,2022,.295,88,11.1,6.1,66.7,17.6,30.5,44.7,49.2,50.8,50.5,95.9,2015,-11.4,-17.2,36.1,84.9,2467,10,-32.5,9.3,88.7,1455,-14.2,-26,4.1,77.8,2597,14.5,-56,18,,,,,,,,,,,,,,,,,50.5,95.9,2015,-11.4,-17.2,17.3,40.2,84.2,2480,10.5,-34.9,9.3,88.7,1455,-14.2,-26,
Ray, Robbie,592662,2022,.295,89.7,14.7,7.9,74.1,21.4,31,48.4,52.4,47.6,39.4,93.4,2282,6.7,-13.4,37.2,87.2,2190,-1.5,-28.3,0.7,86.9,1759,10.5,-23.1,1.9,79.7,2106,-2.5,-43.7,3.7,20.8,93.3,2190,15.4,-18.8,,,,,,,,,,,,60.2,93.4,2250,9.7,-15.2,19.6,39.1,86.8,2186,-1.5,-29,0.7,86.9,1759,10.5,-23.1,
Sampson, Adrian,592716,2022,.324,87.9,13.6,6.7,69.7,13.8,30.5,34.8,54.7,45.3,33.2,92.5,2075,-10.2,-17.3,15.8,83.1,2616,10.4,-41.7,13.4,85.1,1816,-15.9,-31.6,,,,,,,32.3,91.9,2003,-14.4,-21.3,5.3,84.9,2493,3.3,-37.6,,,,,,,70.8,91.7,2074,-11.1,-20.7,17.2,15.8,83.1,2616,10.4,-41.7,13.4,85.1,1816,-15.9,-31.6,
Sanchez, Aaron,592717,2022,.328,92.4,8,5.9,65.5,13.2,29.6,28.5,50.7,49.3,19.6,92.4,2140,-11.2,-18.2,,,,,,10.7,87.8,1708,-15.8,-29.3,28.4,79.1,2632,12.8,-54.6,16.8,41.3,92.1,2131,-16.4,-22.5,,,,,,,,,,,,60.8,92.2,2134,-14.7,-21.1,18.8,28.4,79.1,2632,12.8,-54.6,10.7,87.8,1708,-15.8,-29.3,
Smith, Caleb,592761,2022,.305,86,24.1,6.6,71.6,21.6,25,50,49.2,50.8,45.5,91.9,2429,10.9,-13.9,29,85.4,2332,-3.1,-29.2,22.2,83.6,2130,13.7,-24.2,3.2,78.9,2410,-5.3,-48.6,8.2,,,,,,,,,,,,,,,,,45.5,91.9,2429,10.9,-13.9,21.8,32.2,84.8,2339,-3.3,-31.2,22.2,83.6,2130,13.7,-24.2,
Smyly, Drew,592767,2022,.316,86.7,16.3,8.6,70.5,19.1,32.3,39.9,48.2,51.8,,,,,,,,,,,0.3,82.6,1300,6,-29.2,42.9,78.7,2119,2.6,-44.2,3.4,37,92.6,2158,8,-14.8,19.7,88.6,2103,3.6,-23.6,,,,,,,56.7,91.2,2139,6.5,-17.8,16.6,42.9,78.7,2119,2.6,-44.2,0.3,82.6,1300,6,-29.2,
Stanek, Ryne,592773,2022,.279,88.9,15,3.8,72.6,27.9,28.3,47.9,57.5,42.5,58.4,98.3,2307,-10.2,-10.8,18.5,87.1,2513,2.3,-38,,,,,,,,,,,,,,,,,,,,,,23,88.6,1040,-12.3,-31,13.2,58.4,98.3,2307,-10.2,-10.8,20.5,18.5,87.1,2513,2.3,-38,23,88.6,1040,-12.3,-31,
Syndergaard, Noah,592789,2022,.325,87.1,12.3,7.8,69.6,14.8,29.1,33.3,48.8,51.2,14.9,94.1,2136,-5.8,-16.7,22.4,84.8,2153,5.8,-36.7,20.1,88.5,1543,-15.1,-26.8,10.9,76.4,2131,11.3,-47.8,11.7,31.7,93.6,2125,-14.1,-20.8,,,,,,,,,,,,46.6,93.8,2129,-11.5,-19.5,17.1,33.3,82.1,2146,7.6,-40.3,20.1,88.5,1543,-15.1,-26.8,
Taillon, Jameson,592791,2022,.317,88.5,14.5,8.3,68.4,14.6,31.2,40.3,51.7,48.3,35.7,94.1,2370,-5.7,-13.2,18.8,86.2,2556,6.2,-32.6,8.4,87.7,1845,-14,-24.7,14.8,81.1,2734,9.2,-51.9,13.9,11.1,94.2,2298,-13.6,-16.2,11.1,90.7,2533,2.9,-20.7,,,,,,,57.9,93.4,2387,-5.6,-15.2,17.9,33.6,83.9,2634,7.5,-41.1,8.4,87.7,1845,-14,-24.7,
Velasquez, Vince,592826,2022,.332,91.6,19.7,13,69.7,19.3,26.6,40.5,49.1,50.9,44,93.2,2417,-5.1,-13.1,22.5,84.7,2502,6.5,-33.8,8.7,88.1,1541,-12.2,-28.4,16.8,81.5,2361,4.4,-50.6,10.7,8,91.9,2259,-12.3,-18.5,,,,,,,,,,,,52,93,2393,-6.2,-13.9,19.2,39.3,83.4,2441,5.6,-41,8.7,88.1,1541,-12.2,-28.4,
Walker, Taijuan,592836,2022,.308,89.3,11.3,7.3,66.4,15.2,30.1,40.3,52.5,47.5,29.5,93.7,2149,-10.1,-14,16.3,84.8,2403,5.3,-32.6,,,,,,8.7,75,2226,7,-60.5,13.6,11.3,92.9,2023,-15.2,-18.9,6.6,88.6,2329,1.5,-23,27.6,88.8,1447,-10.8,-32.6,11.3,47.5,92.8,2144,-9.7,-16.4,19.1,25,81.4,2341,5.9,-42.3,27.6,88.8,1447,-10.8,-32.6,
Wick, Rowan,592858,2022,.353,88.5,11.6,10.3,65.1,15.4,28.4,42.9,47.9,52.1,55.7,94.9,2255,-2.8,-12.7,5.3,82.2,2149,11.8,-37.5,0.1,82.9,723,-12.6,-37.4,21.4,76.8,2604,7.5,-65.6,20,0.2,91.7,1777,-12.9,-20.1,17.3,93.1,2240,2.5,-16.9,,,,,,,73.2,94.4,2251,-1.6,-13.7,17.4,26.7,77.9,2515,8.4,-60,0.1,82.9,723,-12.6,-37.4,
Williams, Trevor,592866,2022,.298,87.8,18.3,7.7,72.2,14.9,27.6,44.6,52.5,47.5,52.8,91.2,2242,-6.9,-19.9,11.7,83.2,2248,5.6,-37.1,13.1,84.4,1797,-13.9,-33.6,9.7,78.6,2256,11,-42,12.5,12.6,89,1918,-15.6,-30.9,,,,,,,,,,,,65.4,90.8,2180,-8.6,-22,15.1,21.5,81.1,2252,8.1,-39.3,13.1,84.4,1797,-13.9,-33.6,
German, Domingo,593334,2022,.302,89.4,16.7,6.9,68,13.6,30.7,49.4,48.8,51.2,27.3,92.7,2539,-11,-15.7,,,,,,23.2,85.9,2368,-17.9,-28.5,37.3,81,2617,1.3,-45,4.2,12.2,92.7,2476,-17.5,-22.8,,,,,,,,,,,,39.5,92.7,2519,-13,-17.9,19.8,37.3,81,2617,1.3,-45,23.2,85.9,2368,-17.9,-28.5,
Montas, Frankie,593423,2022,.311,87.6,11.2,8,72.4,18.3,33.2,45,53.8,46.2,28.5,96.1,2356,-6.3,-12.8,15.3,87.2,2410,6.2,-32.9,,,,,,,,,,,,22.1,95.6,2243,-15.5,-18.4,8.6,89.5,2397,4,-27.8,25.5,86.4,1467,-12.1,-33.4,12.8,59.3,94.9,2320,-8.2,-17.1,17.1,15.3,87.2,2410,6.2,-32.9,25.5,86.4,1467,-12.1,-33.4,
Neris, Hector,593576,2022,.283,89.7,16.6,6.8,66.4,19.5,32.4,52.8,49.7,50.3,41,94.3,2448,-10.4,-13.9,6.6,87.6,1975,1.7,-29.9,,,,,,,,,,,,21.5,94.5,2351,-16.9,-18.5,,,,,,30.8,85.1,1136,-10.7,-38.7,11.2,62.5,94.4,2415,-12.7,-15.5,20.4,6.6,87.6,1975,1.7,-29.9,30.8,85.1,1136,-10.7,-38.7,
Rodriguez, Eduardo,593958,2022,.317,87.5,12.6,7.1,65.6,14.6,30.2,25,52.3,47.7,35.7,91.7,2172,6.8,-18,4,82.7,2172,-3,-38.6,16.2,85.5,1873,16.5,-30.7,,,,,,,19.6,91.7,2150,13.8,-22.1,24.4,88.7,2192,-1.1,-24.9,,,,,,,79.8,90.8,2173,6.1,-21.1,14.6,4,82.7,2172,-3,-38.6,16.2,85.5,1873,16.5,-30.7,
Peralta, Wandy,593974,2022,.255,85.5,7.6,4.4,76.3,21.3,33.8,54,58.5,41.5,4.5,95.4,2218,13.5,-16,15.7,87.6,2241,-1.9,-31.3,42.5,88.6,2184,17.3,-30,,,,,,,37.3,95.4,2186,17,-20.4,,,,,,,,,,,,41.8,95.4,2189,16.7,-20,19.7,15.7,87.6,2241,-1.9,-31.3,42.5,88.6,2184,17.3,-30,
Mayers, Mike,594577,2022,.352,91.2,16.9,12.7,69.8,14.3,28.7,51.1,52.8,47.2,46,93.5,2295,-11,-15,34.8,84.4,2145,4.1,-38.6,7.5,86.7,1574,-15.7,-30.1,2.6,77.2,2404,9.6,-56.7,14.4,0.8,92,2054,-15.9,-23.9,8.3,88.3,2288,1.8,-27.5,,,,,,,55.1,92.7,2290,-9.2,-17,18.1,37.4,83.9,2163,4.5,-39.9,7.5,86.7,1574,-15.7,-30.1,
